index,mace_mp_descriptor,mace_mp_Al_descriptor,mace_mp_Ga_descriptor,mace_mp_N_descriptor,frac_Al,frac_Ga,frac_N,vol,a,b,c,c_over_a,b_over_a,atomdesc_mean,atomdesc_std,atomdesc_q10,atomdesc_q50,atomdesc_q90,Al_mean,Al_std,Al_q10,Al_q50,Al_q90,Ga_mean,Ga_std,Ga_q10,Ga_q50,Ga_q90,N_mean,N_std,N_q10,N_q50,N_q90,selected
0,0.01913565834586344,0.006238500793899793,-0.004320890878496564,0.033010537348974904,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019135658240740736,0.014093227752110353,0.0060925649999999994,0.01710891,0.034216188,0.006238500612244898,0.00012255670176944527,0.006088222,0.00624818,0.006386795999999999,-0.004320892000000001,8.173425362722803e-05,-0.004409744,-0.00430819,-0.00425368,0.033010537407407406,0.0016825988918999404,0.031117809,0.03398504,0.034332052,False
1,0.019134648569042567,0.006236332519972403,-0.0043098807265848586,0.03300946584464581,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019134648518518517,0.014100000309325175,0.00605232,0.01712272,0.034271208,0.006236332653061225,0.00012786919701797807,0.006049016,0.00626529,0.0063610459999999995,-0.00430988,6.845417357619631e-05,-0.004394598,-0.00426881,-0.004250788,0.033009465555555555,0.0017996713228188486,0.031050373,0.034017965,0.034303737,False
2,0.01913044059675852,0.006251525140316964,-0.004492301368352424,0.033004154804002796,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.01913044074074074,0.014088385791893915,0.006105346,0.017222805,0.034153912,0.006251525306122449,0.0001017529413525028,0.006099360000000001,0.00627939,0.0063549,-0.0044923,3.0628260153002235e-05,-0.00452205,-0.00449869,-0.004457008,0.033004154814814814,0.0015157650580381549,0.031109906,0.034009185,0.034193946,False
3,0.019135788806285917,0.006236350490806442,-0.004303686678423584,0.03301115648928669,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019135788518518517,0.014093780601210226,0.0060893760000000005,0.01710701,0.034282529,0.006236350408163265,0.00012765677418669077,0.006083338,0.0062324,0.00637775,-0.004303688,7.041764420938827e-05,-0.00438814,-0.00428161,-0.004240218,0.03301115611111111,0.0016936674010226236,0.030998646,0.03398995,0.034352022,False
4,0.019129590411958414,0.006246875706749197,-0.004464700073874079,0.03300411768944757,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.01912959074074074,0.014095174767855757,0.006131441,0.01729573,0.034166116999999996,0.006246875918367348,9.879376202976245e-05,0.006093888,0.00626067,0.006352308,-0.0044646980000000005,6.765971664144052e-05,-0.00453027,-0.00449186,-0.00438207,0.033004117962962966,0.0016411678270234775,0.031107062,0.034003405,0.034237513,False
5,0.019130056114517662,0.006236341267300291,-0.004361700665004681,0.03300507114065217,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019130056296296296,0.01409663516207421,0.006096705,0.017169445,0.03424961,0.006236341020408162,0.00011090785131194379,0.006094614,0.00621859,0.006389652,-0.004361701999999999,0.00012261491971208064,-0.0045094079999999995,-0.00428819,-0.004245034,0.03300507185185185,0.0017171681406132923,0.030957079,0.03396655,0.034347151,False
6,0.019138089373120785,0.006242262144756863,-0.004332229579279297,0.03301303620556214,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019138089074074077,0.014092192189663273,0.006116174,0.017203205,0.03418482,0.006242261836734693,0.00011449833071902287,0.006079008,0.00626757,0.006355416,-0.00433223,9.851998883475365e-05,-0.004438018,-0.0043023,-0.0042607420000000005,0.03301303592592592,0.001656396472416931,0.031148619,0.03400435,0.034254204,False
7,0.019141915973371292,0.006245642447820532,-0.004335758935256477,0.033017948886244,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019141915370370372,0.014076114108989372,0.006152834,0.018725395,0.034086019,0.006245641836734695,0.00011449514262352571,0.006131278,0.00626138,0.006374808,-0.004335759999999999,8.984558175002262e-05,-0.004432458,-0.00428731,-0.004283458,0.03301794833333333,0.0013287034271100115,0.031215711,0.033935215000000005,0.034176769,False
8,0.019140495661793697,0.006240872689958137,-0.004290186310964063,0.033015216689270196,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019140495462962964,0.014076992797956961,0.006137878,0.01858926,0.034188959,0.006240872040816327,0.00010813694305360184,0.0061224339999999995,0.00625392,0.00636889,-0.004290186,8.599579166447638e-05,-0.00436403,-0.00431967,-0.00419364,0.03301521685185185,0.0014065462611420505,0.0311186,0.0338584,0.03428326,False
9,0.01913267883558436,0.006244194442345814,-0.004411654034780546,0.033007815865593856,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019132679074074073,0.014095224342655494,0.006131984,0.017076355,0.034198259,0.006244194897959184,0.00011670510455447622,0.006121458,0.00624625,0.006381452,-0.004411652,0.00011502490572045715,-0.004530582,-0.00444151,-0.004281256,0.03300781574074074,0.001660766307537089,0.031138372,0.033980540000000004,0.034268392,False
10,0.019141786847652335,0.006236053567385707,-0.0042013448579896265,0.033013945908046315,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.01914178675925926,0.014086297967397438,0.006089024,0.017200405,0.034233292,0.0062360534693877544,0.00011376701160169256,0.0060791199999999995,0.00627031,0.00638795,-0.004201346,0.00022394392857141718,-0.004385246,-0.00424573,-0.00397186,0.03301394592592593,0.0016746936705299366,0.031098563,0.034011735,0.034312645,False
11,0.019132770338013496,0.0062443224441243,-0.00436376193853178,0.033003448267333806,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.01913277037037037,0.014090931903526737,0.0060752010000000006,0.01713874,0.034204075,0.00624432224489796,0.0001396869247568349,0.006073348,0.00625623,0.00642358,-0.004363762,8.565203941529923e-05,-0.004464512,-0.00432305,-0.004298384000000001,0.03300344851851852,0.0016864492922721434,0.031047074,0.033961685,0.034314224,False
12,0.019137355208913884,0.006237613996956288,-0.004290457724589736,0.033011917876570186,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019137355,0.014090734914605366,0.006085221,0.017182475000000003,0.034213837,0.006237613673469388,0.00011949373529294632,0.006080022,0.00625638,0.0063866999999999995,-0.004290456,9.310273478260448e-05,-0.0043972559999999996,-0.00425195,-0.004214506,0.033011917592592595,0.0016625816186391564,0.031104844,0.033972539999999996,0.034345421,False
13,0.019130102816368136,0.006252104892266346,-0.004504878285972636,0.03300411770141797,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019130102870370373,0.014094901167127584,0.006104602,0.017231365,0.034151931,0.006252104489795918,0.00010909183665490141,0.006102202,0.00627112,0.006359464,-0.0045048779999999995,3.542132035935429e-05,-0.004544928,-0.00448858,-0.00447982,0.03300411814814815,0.001619529576164216,0.031138689,0.033988995,0.034233753,True
14,0.019145315773125546,0.006242596273276135,-0.0042271258649920155,0.03301745398948126,0.4537037037037037,0.046296296296296294,0.5,1137.075726011858,9.357611,9.357611384465429,14.994389,1.6023736186511706,1.0000000410858527,0.019145315555555556,0.0140768634301987,0.006132407,0.017327935,0.034127725,0.006242596326530613,0.00012962553064373118,0.0061160419999999995,0.00624928,0.006391012,-0.004227128,7.801646349329085e-05,-0.004317576,-0.00420743,-0.0041466260000000005,0.03301745370370371,0.0014893448648194483,0.031163273000000002,0.033951419999999996,0.034189768,False
